Title,Director,Production,Music Composer,Cast,Genre,Release Date,Year,index
Pillalu Techina Challani Rajyam,B. R. Panthulu,,T. G. Lingappa,B. R. Panthulu,Drama,,1960,254
Raja Makutam,B. N. Reddi,,Master Venu,N. T. Rama Rao,Folklore,,1960,255
Ramasundari,H. Krishnamurthy,,S. Dakshinamurthi,Kanta Rao,Folklore,,1960,256
Rani Ratnaprabha,B. A. Subba Rao,,S. Rajeswara Rao,N.T.Rama Rao,Historical,,1960,257
Renukadevi Mahatyam,K. S. Prakash Rao,,"L. Malleswara Rao
",Gummadi,Devotional,,1960,258
Runanubandham,Vedantam Raghavaiah,,P. Adinarayana Rao,A. Nageswara Rao,Drama,,1960,259
Sahasra Siracheda Apoorva Chinthamani,S. D. Lal,,K. V. Mahadevan,Kanta Rao,Drama,,1960,260
Samajam,A. Narayana Rao,, Ashwattama ,Jaggayya,Comedy Drama,,1960,261
Shanthi Nivasam,C. S. Rao,,Ghantasala,A. Nageswara Rao,Drama,,1960,262
Sri Krishna Rayabaram,Jagannadh,,"Aswathamma, ",Raghuramaiah,Mythology,,1960,263
Sri Venkateswara Mahatyam,P. Pullaiah,,Pendyala Nageswara Rao,N. T. Rama Rao,Mythology,,1960,264
Vimala,S. M. Sriramulu Naidu,,S. M. Subbaiah Naidu,N. T. Rama Rao,Romance,,1960,265
Aasha Jeevulu,B. S. Ranga,,Viswanathan–Ramamoorthy,J. V. Ramana Murthi,Drama,,1962,266
Aatma Bandhuvu,P. S. Ramakrishna Rao,,K. V. Mahadevan,N. T. Rama Rao,Drama,,1962,267
Appaginthalu,V. Madhusudhan Rao,,Ghantasala,Jaggayya,Drama,,1962,268
Aradhana,V. Madhusudhan Rao,,S. Rajeswara Rao,A. Nageswara Rao,Drama,,1962,269
Bhishma,B. A. Subba Rao,,S. Rajeswara Rao,N. T. Rama Rao,Historical,,1962,270
Chitti Tammudu,K. B. Tilak,,Pendyala Nageswara Rao,Kanta Rao,Social,,1962,271
Dakshayagnam,K. B. Nagabhushanam,,S. Hanumantha Rao,N. T. Rama Rao,Mythology,,1962,272
Gaali Medalu,B. R. Panthulu,,T. G. Lingappa,N. T. Rama Rao,Drama,,1962,273
Gulebakavali Katha,K. Kameswara Rao,,"
",N. T. Rama Rao,,,1962,274
Gundamma Katha,K. Kameswara Rao,,Ghantasala,N. T. Rama Rao,Drama,,1962,275
Kalimilemulu,G. Ramineedu,,"Aswathamma
",A. Nageswara Rao,Drama,,1962,276
Khaidi Kannayya,B. Vittalacharya,,Rajan-Nagendra,Kanta Rao,Drama,,1962,277
Kula Gotralu,K. Pratyagatma,,Pendyala Nageswara Rao,A. Nageswara Rao,Drama,,1962,278
Madana Kamaraju Katha,B. Vittalacharya,,Rajan-Nagendra,Kanta Rao,Folklore,,1962,279
Mahamantri Timmarusu,K. Kameswara Rao,,Pendyala Nageswara Rao,N. T. Rama Rao,Historical,,1962,280
Manchi Manasulu,A. Subba Rao,,K. V. Mahadevan,A. Nageswara Rao,Drama,,1962,281
Mohini Rukmangada,K. S. Prakash Rao,,K. V. Mahadevan,Balayya,Folklore,,1962,282
Nagarjuna,Y. V. Rao,,"
",Rajkumar,Devotional,,1962,283
Nuvva? Nena?,A. Seshagiri Rao,,K. V. Mahadevan,Kanta Rao,Drama,,1962,284
Padandi Munduku,V. Madhusudhan Rao,,S. P. Kodandapani,Jaggayya,Drama,,1962,285
Nichaya Thamboolam,B. S. Ranga,,Viswanathan–Ramamoorthy,Sivaji Ganesan,Family Drama,,1962,286
Rakta Sambandham,V. Madhusudan Rao,,Ghantasala,N. T. Rama Rao,Drama,,1962,287
Siri Sampadalu,P. Pullaiah,,Master Venu,A. Nageswara Rao,Drama,,1962,288
Swarna Gowri,Y. R. Swamy,,M. Venkataraju,Kanta Rao,Folklore,,1962,289
Swarna Manjari,Vedantam Raghavaiah,,P. Adinarayana Rao,N. T. Rama Rao,Folklore,,1962,290
Tiger Ramudu,C. S. Rao,,Ghantasala,N. T. Rama Rao,Drama,,1962,291
Samrat Pruthviraj (Rani Samyukta),Harsukh Bhatt ,,"Vasant Desai, B. Gopalam",Paidi Jairaj,Historical epic,,1962,292
Aapta Mitrulu,K. B. Nagabhushanam,,Ghantasala,N. T. Rama Rao,Drama,,1963,293
Anubandhalu,P. S. Ramakrishna Rao,,M. B. Sreenivasan,Jaggayya,Family Drama,,1963,294
Anuragam,G. Ramineedu,,Pendyala Nageswara Rao,P. Bhanumathi,Family Drama,,1963,295
Bandipotu,B. Vittalacharya,,Ghantasala,N. T. Rama Rao,Folklore,,1963,296
Bangaru Thimmaraju,G. Viswanadham,,S. P. Kodandapani,Kanta Rao,Drama,,1963,297
Chaduvukunna Ammayilu,A. Subba Rao,,S. Rajeswara Rao,A. Nageswara Rao,Romantic Drama,,1963,298
Constable Koothuru,Tapi Chanakya,,"R. Govardhanam
",Kanta Rao,Drama,,1963,299
Deva Sundari,H. V. Babu,,S. Dakshinamurthi,Kanta Rao,Folklore,,1963,300
Edureeta,B. S. Narayana,,K. V. Mahadevan,Kanta Rao,Drama,,1963,301
Eedu Jodu,K. B. Tilak,,Pendyala Nageswara Rao,Jaggayya,Drama,,1963,302
Guruvunu Minchina Sishyudu,B. Vittalacharya,,S. P. Kodandapani,Kanta Rao,Folklore,,1963,303
Irugu Porugu,I. N. Murthy,,Master Venu,N. T. Rama Rao,Drama,,1963,304
Lakshadhikari,V. Madhusudhan Rao,,T. Chalapathi Rao,N. T. Rama Rao,Drama,,1963,305
Lava Kusa,C. Pullaiah,,Ghantasala,N. T. Rama Rao,Mythology,,1963,306
Manchi Chedu,T. R. Ramanna,,Viswanathan–Ramamoorthy,N. T. Rama Rao,Drama,,1963,307
Naga Devata (Dub),Shantilal Soni,,"S.P. Kodandapani
",Mahipal,Fantasy,,1963,308
Nartanasala,K. Kameswara Rao,,S. Dakshinamurthi,N. T. Rama Rao,Mythology,,1963,309
Paruvu-Prathishta,M. Appa Rao,,Pendyala Nageswara Rao,N. T. Rama Rao,Drama,,1963,310
Pempudu Koothuru,B. R. Panthulu,,T. G. Lingappa,N. T. Rama Rao,Drama,,1963,311
Punarjanma,K. Pratyagatma,,T. Chalapathi Rao,A. Nageswara Rao,Drama,,1963,312
Savati Koduku,Y. Ranga Rao,,Chellapilla Satyam,N. T. Rama Rao,Social Drama,,1963,313
Somavara Vratha Mahathyam,R. M. Krishnaswamy,,Master Venu,Kanta Rao,Devotional,,1963,314
Sri Krishnarjuna Yuddhamu,K. V. Reddy,,Pendyala Nageswara Rao,N. T. Rama Rao,Mythology,,1963,315
Thalli Biddalu,P. S. Srinivasa Rao,,"B. Shankara Rao
",Balayya,Drama,,1963,316
Thirupathamma Katha,B. S. Narayana,,"P. Venkateswara Rao
",N. T. Rama Rao,Devotional,,1963,317
Thobuttuvulu,C. V. Ranganath Das,,"C. Mohan Das
",Kanta Rao,Drama,,1963,318
Valmiki,C. S. Rao,,Ghantasala,N. T. Rama Rao,Mythology,,1963,319
Vishnu Maya,Nammalvar,,"Malleswara Rao
",Kanta Rao,Devotional,,1963,320
Aada Brathuku,Vedantam Raghavaiah,,,,,,1965,321
Aatma Gowravam,K. Vishwanath,,,,Drama,,1965,322
Antastulu,V. Madhusudan Rao,,,,Drama,,1965,323
C.I.D.,Tapi Chanakya,,,"N. T. Rama Rao, Jamuna, Gummadi Venkateswara Rao",Drama,,1965,324
Chaduvukonna Bharya,Kadaru Nagabhushanam,,,,Drama,,1965,325
Chandrahasa,B. S. Ranga,,,,,,1965,326
Devata,K. Hemambharadhara Rao,,,N. T. Rama Rao,Drama,,1965,327
Dorikithe Dongalu,P. Subrahmanyam,,,N. T. Rama Rao,,,1965,328
Gudi Gantalu,V. Madhusudan Rao,,,N. T. Rama Rao,Drama,,1965,329
Jwala Dweepa Rahasyam,B. Vittalacharya,,,Kanta Rao,,,1965,330
Keelu Bommalu,C. S. Rao,,,Gummadi Venkateswara Rao,,,1965,331
Mangamma Sapatham,B. Vittalacharya,,,N. T. Rama Rao,,,1965,332
Manushulu Mamathalu,Kotayya Pratyagatma,,,,Drama,,1965,333
Naadi Aada Janme,A. C. Tirulokachandar,,,,Drama,,1965,334
Pakkalo Ballem,S. R. Puttana Kanagal,,,,,,1965,335
Pandava Vanavasam,Kamalakara Kameswara Rao,,,Nandamuri Taraka Rama Rao,Mythological,,1965,336
Prachanda Bhairavi,C. S. Rao,,,,,,1965,337
Prameelarjuneeyam,M. Mallikarjuna Rao,,,NTR,,,1965,338
Pratignapalana,C. S. Rao,,,,,,1965,339
Preminchi Choodu,P. Pullaiah,,,Akkineni Nageswara Rao,Comedy,,1965,340
Sati Sakkubai,Vedantam Raghavaiah,,,,,,1965,341
Satya Harishchandra,Kadri Venkata Reddy,,,N. T. Rama Rao,,,1965,342
Sri Simhachala Kshetra Mahima,B. V. Prasad,,,Kanta Rao,,,1965,343
Sumangali,Adurthi Subba Rao,,,,Drama,,1965,344
Thene Manasulu,Adurthi Subba Rao,,,Ram Mohan,Drama,,1965,345
Thodu Needa,Adurthi Subba Rao,,,NTR,Drama,,1965,346
Uyyala Jampala,,,,Kongara Jaggaiah,Drama,,1965,347
Veelunama,K. Hemambharadhara Rao,,,,Suspense,,1965,348
Veerabhimanyu,V. Madhusudhan Rao,,,NTR,,,1965,349
Visala Hrudayalu,B. S. Narayana,,,NTR,,,1965,350
Zamindar,V. Madhusudan Rao,,,Akkineni Nageswara Rao,Thriller,,1965,351
Aame Evaru?,B. S. Narayana,,"
",Kongara Jaggaiah,,,1966,352
Aastiparulu,V. Madhusudan Rao,,"
",Kongara Jaggaiah,Drama,,1966,353
Adugu Jaadalu,Tapi Chanakya,,"
",N. T. Rama Rao,,,1966,354
Aggi Barata,B. Vittalacharya,,"
",N. T. Rama Rao,,,1966,355
Bhakta Potana,Gutha Ramineedu,,"
",,,,1966,356
Bhimanjaneya Yuddham,,,"
",,,,1966,357
Chilaka Gorinka,Kotayya Pratyagatma,,"
",S. V. Ranga Rao,Drama,,1966,358
Dr. Anand,V. Madhusudan Rao,,"
",N. T. Rama Rao,,,1966,359
Hantakulostunnaru Jagratha,S. D. Lal,,"
",Ramakrishna,Drama,,1966,360
Kanne Manasulu,Adurthi Subba Rao,,"
",Krishna,Drama,,1966,361
Leta Manasulu,Krishnan Panju,,"
",Haranth,Drama,,1966,362
Loguttu Perumallukeruka,K. S. R. Doss,,"
",Shobhan Babu,,,1966,363
Manase Mandiram,C. V. Sridhar,,"
",Akkineni Nageswara Rao,Drama,,1966,364
Mangalasutram,A. K. Velaa,,"
",N. T. Rama Rao,,,1966,365
Monagallaku Monagadu,"S. D. Lal
",,"
",S. V. Ranga Rao,"Action, thriller
",,1966,366
Navaratri,Tatineni Rama Rao,,"
",Akkineni Nageswara Rao,Drama,,1966,367
Palnati Yuddham,Gutha Ramineedu,,"
",N. T. Rama Rao,Drama,,1966,368
Paramanandayya Sishyula Katha,Chittajallu Pullayya,,"
",N. T. Rama Rao,Drama,,1966,369
Pidugu Ramudu,B. Vittalacharya,,"
",N. T. Rama Rao,,,1966,370
Potti Pleader,K. Hemambharadhara Rao,,"
",B. Padmanabham,,,1966,371
Rangula Ratnam,B. N. Reddi,,"
",Chandra Mohan,Drama,,1966,372
Sangeeta Lakshmi,Giduturyi Suryam,,"
",N. T. Rama Rao,,,1966,373
Shakuntala,Kamalakara Kameshwara Rao,,"
",N. T. Rama Rao,,,1966,374
Sri Krishna Pandaveeyam,N. T. Rama Rao,,"
",N. T. Rama Rao,,,1966,375
Shrimati,Vijayareddy,,"
",Kanta Rao,,,1966,376
Sri Krishna Tulabharam,Kamalakara Kameswara Rao,,"
",N. T. Rama Rao,,,1966,377
Srikakula Andhra Maha Vishnu Katha,A. K. Sekhar,,"
",N. T. Rama Rao,,,1966,378
Aada Paduchu,K. Hemambharadhara Rao,,"
",Shobhan Babu,Drama,,1967,379
Ave Kallu,A. C. Trilogchander,,"
",Krishna,,,1967,380
Bhakta Prahlada,Chitrapu Narayana Rao,,"
",Rojaramani,Musical,,1967,381
Bhama Vijayam,Chittajallu Pullayya,,"
",N. T. Rama Rao,,,1967,382
Bhuvana Sundari Katha,Chittajallu Pullayya,,"
",N. T. Rama Rao,,,1967,383
Chadarangam,S. V. Ranga Rao,,"
",Haranath (actor),Drama,,1967,384
Chikkadu Dorakadu,B. Vittalacharya,,"
","N. T. Rama Rao, Krishna Kumari",Folklore,,1967,385
Dwapayana Kaivalyam,Ramanna M. L.,,"
",,,,1967,386
Devuni Gelichina Manavudu,Hunsur Krishnamurthy,,"
",T. L. Kantha Rao,Drama,,1967,387
Gruhalakshmi,Bhanumathi,,"
",A. Nageswara Rao,,,1967,388
Gudachari 116,M. Mallikharjuna Rao,,"
",Krishna,Action,,1967,389
Iddaru Monagallu,B. Vittalacharya,,"
",T. L. Kantha Rao,,,1967,390
Kambojaraju Katha,Kamalakara Kameshwara Rao,,"
",Shobhan Babu,Vanisree,,1967,391
Kanchu Kota,C. S. Rao,,"
",N. T. Rama Rao,Drama,,1967,392
Konte Pilla,T. R. Ramanna,,"
",,,,1967,393
Maa Vadina,Kotayya Pratyagatma,,"
",T. L. Kantha Rao,Drama,,1967,394
Nindu Manasulu,S. D. Lal,,"
",NTR,,,1967,395
Nirdoshi,NTR,,"
",,,,1967,396
Pedda Akkayya,B. A. Subba Rao,,"
",Gummadi,Drama,,1967,397
Poola Rangadu,Adurthi Subba Rao,,"
",Akkineni Nageswara Rao,Drama,,1967,398
Prana Mithrulu,P. Pullaiah,,"
",A. Nageswara Rao,Drama,,1967,399
Private Master,K. Vishwanath,,"
",Ram Mohan,Musical,,1967,400
Punyavathi,Dada Mirasi,,"
",Padma Shri,Family Drama,,1967,401
Rahasyam,Vedantam Raghavaiah,,"
",Akkineni Nageswara Rao,Drama,,1967,402
Sakshi,Bapu,,"
",Ghattamaneni Krishna,Drama,,1967,403
Sati Sumathi,Vedantam Raghavaiah,,"
",Kanta Rao,Drama,,1967,404
Sri Krishnavataram,Kamalakara Kameshwara Rao,,"
",N. T. Rama Rao,,,1967,405
Sri Sri Sri Maryada Ramanna,K. Hemambharadhara Rao,,"
",B. Padmanabham,,,1967,406
Stree Janma,K. S. Prakash Rao,,"
",N. T. Rama Rao,Drama,,1967,407
Sudigundalu,Adurthi Subba Rao,,"
",Akkineni Nageswara Rao,Drama,,1967,408
Ummadi Kutumbam,D. Yoganand,,"
",N. T. Rama Rao,Drama,,1967,409
Vasantha Sena,B. S. Ranga,,"
","A. Nageswara Rao, Anjali Devi, Padmini",,,1967,410
Veera Pooja,A. V. Seshagiri Rao,,"
",T. L. Kantha Rao,,,1967,411
Aggi Meeda Guggilam,G. Viswanatham,,,Tadepalli Lakshmi Kanta Rao,Folklore,,1968,412
Amayakudu,A.Narayanamurthy,,,Krishna,Drama,,1968,413
Attagaru Kotha Kodalu,Sanjeevi,,,Krishna,Family drama,,1968,414
Baghdad Gaja Donga,Dasari Yoganand,,,Padma Shri,,,1968,415
Bandhavyalu,S. V. Ranga Rao,,,S. V. Ranga Rao,,,1968,416
Bandipotu Dongalu,Kovelamudi Surya Prakash Rao,,,Akkineni Nageswara Rao,Drama,,1968,417
Bangaru Gaajulu,C. S. Rao,,,Akkineni Nageswara Rao,Family drama,,1968,418
Bangaru Pichika,Bapu,,,Chandra Mohan,,,1968,419
Bangaru Sankellu,Gutha Ramineedu,,,Haranath,Drama,,1968,420
Bhagya Chakramu,Kadri Venkata Reddy,,,N. T. Rama Rao,Folklore,,1968,421
Bhale Master,S. D. Lal,,,N. T. Rama Rao,Drama,,1968,422
Bhale Monagadu,B. Vittalacharya,,,Tadepalli Lakshmi Kanta Rao,Folklore,,1968,423
Bharya,Kovelamudi Surya Prakash Rao,,,Chittor V. Nagaiah,Drama,,1968,424
Brahmachari,Tatineni Rama Rao,,,Akkineni Nageswara Rao,Family drama,,1968,425
Chinnari Papalu,Savitri,,,Kongara Jaggaiah,,,1968,426
Circar Express,M. Krishnan,,,Krishna,Suspense,,1968,427
Devadichina Bharta,P. Padmaraju,,,Tadepalli Lakshmi Kanta Rao,Folklore,,1968,428
Devakanya,K. Hemambaradhara Rao,,,Tadepalli Lakshmi Kanta Rao,Folklore,,1968,429
Evaru Monagadu,R. Sundaram,,,Tadepalli Lakshmi Kanta Rao,Thriller,,1968,430
Govula Gopanna,C. S. Rao,,,Akkineni Nageswara Rao,Drama,,1968,431
Kalisochina Adrushtam,Kasinadhuni Viswanath,,,N. T. Rama Rao,Drama,,1968,432
Kumkuma Barani,Vedantam Raghavaiah,,,Tadepalli Lakshmi Kanta Rao,Drama,,1968,433
Lakshmi Nivasam,,,,,,,1968,434
Manasamsaram,C. S. Rao,,,Sobhan Babu,Folklore,,1968,435
Manchi Kutumbam,V. Madhusudhan Rao,,,Akkineni Nageswara Rao,Family drama,,1968,436
Nadamanthrapu Siri,Tatineni Rama Rao,,,Haranath,,,1968,437
Neerkimi Neervedhaptha Charithra,Narayana Rao,,,Gummadi,,,1968,438
Nene Monaganni,S. D. Lal,,,N. T. Rama Rao,Crime Story,,1968,439
Nenante Nene,V. Ramachandra Rao,,,Krishna,Thriller,,1968,440
Niluvu Dopidi,C. S. Rao,,,N. T. Rama Rao,Drama,,1968,441
Nindu Samsaram,C. S. Rao,,,N. T. Rama Rao,Family drama,,1968,442
Ninne Pelladata,B. V. Srinivas,,,N. T. Rama Rao,Comedy,,1968,443
Paala Manasulu,S. S. R. Sarma,,,Haranath,,,1968,444
Panthaalu Pattimpulu,K. B. Tilak,,,Sobhan Babu,,,1968,445
Papa Kosam,G. V. R. Seshagiri Rao,,,Baby Rani,,,1968,446
Pedaraasi Peddamma Katha,Giduthoori Suryam,,,Tadepalli Lakshmi Kanta Rao,Folklore,,1968,447
Pelliroju,Manapuram Apparao,,,Haranath,,,1968,448
Raja Yogam,Subbarama Das,,,Tadepalli Lakshmi Kanta Rao,Folklore,,1968,449
Ramu,A. C. Trilokchander,,,N. T. Rama Rao,Drama,,1968,450
Rana Bheri,Giduthoori Suryam,,,Tadepalli Lakshmi Kanta Rao,Folklore,,1968,451
Sati Arundhati,K. V. Nandan Rao,,,Tadepalli Lakshmi Kanta Rao,,,1968,452
Sudigundaalu,Adurthi Subbarao,,,Akkineni Nageswara Rao,,,1968,453
Sukha Dukhalu,I. N. Murthy,,,Jayalalithaa,Drama,,1968,454
Thalli Prema,Srikanth,,,N. T. Rama Rao,,,1968,455
Tikka Sankaraiah,Dasari Yoganand,,,N. T. Rama Rao,Comedy,,1968,456
Uma Chandi Gowri Shankarula Katha,Kadri Venkata Reddy,,,N. T. Rama Rao,,,1968,457
Undamma Bottu Pedata,Kasinadhuni Viswanath,,,Krishna,,,1968,458
Veeranjaneya,Kamalakara Kameswara Rao,,,Kanta Rao,,,1968,459
Aadarsa Kutumbam,Kotayya Pratyagatma,,,Akkineni Nageswara Rao,,,1969,460
Aatmiyulu,V. Madhusudan Rao,,,Akkineni Nageshwara Rao,Drama,,1969,461
Adrushtavanthulu,V. Madhusudhan Rao,,,"ANR, Jayalalithaa",,,1969,462
Aggi Pidugu,B. Vittalacharya,,,N. T. Rama Rao,,,1969,463
Aggi Veerudu,,,,,,,1969,464
Ardharathiri,P. Sambasiva Rao,,,Kongara Jaggayya,Drama,,1969,465
Bandhipotu Bhimanna,M. Mallikharjuna Rao,,,Anjali Devi,,,1969,466
Bangaru Panjaram,B. N. Reddy,,,Shobhan Babu,Drama,,1969,467
Bhale Mastaru,S. D. Lal,,,Anjali Devi,,,1969,468
Bhale Rangadu,Tatineni Rama Rao,,,Akkineni Nageswara Rao,,,1969,469
Bhale Thammudu,B. A. Subba Rao,,,N. T. Rama Rao,,,1969,470
Buddhimantudu,Bapu,,,Akkineni Nageswara Rao,,,1969,471
Ekaveera,C. S. Rao,,,N. T. Rama Rao,,,1969,472
Gandaragandudu,K. S. R. Doss,,,,,,1969,473
Gandikota Rahasyam,N. T. Rama Rao,,,,,,1969,474
Gopaludu Bhoopaludu,G. Vishwanathan,,,Jayalalithaa,,,1969,475
Kadaladu Vadaladu,B. Vittalacharya,,,N. T. Rama Rao,,,1969,476
Kathanayakudu,K. Hemambaradhara Rao,,,N. T. Rama Rao,,,1969,477
Mamaku Tagga Kodalu,C. S. Rao,,,,,,1969,478
Manchi Mithrulu,Tatineni Rama Rao,,,Shobhan Babu,,,1969,479
Manishichina Maguva,A. Bhim Singh,,,Savitri,,,1969,480
Manushulu Marali,V. Madhusudan Rao,,,Shoban Babu,,,1969,481
Mathru Devata,Savitri,,,N. T. Rama Rao,,,1969,482
Mooga Nomu,D. Yoganand,,,A. Nageswara Rao,Drama,,1969,483
Natakala Rayudu,K. Sanjeevi,,,Kaikala Satyanarayana,,,1969,484
Nindu Hrudayalu,K. Vishwanath,,,N. T. Rama Rao,Drama,,1969,485
Poovanam,Shyam Benegal,,,,,,1969,486
Raja Simha,K. Sbharamadas,,,Vanisree,Action,,1969,487
Sabash Satyam,G. Viswanatham,,,Krishna,,,1969,488
Saptaswaralu,Vedantam Raghavaiah,,,Kanta Rao,Drama,,1969,489
Sattekalapu Satteya,K. Balachander,,,Chalam,,,1969,490
Shri Rama Katha,B. Padmanabham,,,Anjali Devi,,,1969,491
Sipayi Chinnayya,G. V. R. Seshagiri Rao,,,Akkineni Nageswara Rao,,,1969,492
Takkaridonga Chakkanichukka,K. S. R. Doss,,,Krishna,,,1969,493
Ukkupidugu,K. S. R. Doss,,,,,,1969,494
Varakatnam,NTR,,,"NTR, ",,,1969,495
Vichitra Kutumbam,K. S. Prakash Rao,,,N. T. Rama Rao,,,1969,496
Akhandudu,V. Ramachandra Rao,,,Krishna,,,1970,497
Akka Chellelu,A. Sanjeevi,,,Akkineni Nageshwara Rao,,,1970,498
Ali Baba 40 Dongalu,B. Vittalacharya,,,NTR,,,1970,499
Amma Kosam,B V Prasad,,,Krishnam Raju,,,1970,500
Balaraju Katha,Bapu,,,Master Prabhakar,,,1970,501
Chitti Chellelu,M. Krishnan Nair,,,NTR,,,1970,502
Desamante Manushuloyi,C. S. Rao,,,Sobhan Babu,,,1970,503
Dharma Daata,Sanjeevi,,,Akkineni Nageshwara Rao,,,1970,504
Drohi,Kovelamudi Bapayya,,,Kongara Jaggaiah,,,1970,505
Jai Jawan,D. Yoganand,,,Akkineni Nageshwara Rao,,,1970,506
Kathanayika Molla,Basavaraju Venkata Padmanabha Rao,,,Vanisree,,,1970,507
Kodalu Diddina Kapuram,D. Yoganand,,,NTR,,,1970,508
Lakshmi Kataksham,B. Vittalacharya,,,NTR,,,1970,509
Maa Manchi Akkayya,,,,K. R. Vijaya,,,1970,510
Maa Nanna Nirdhoshi,K. V. Nandana Rao,,,Krishna,,,1970,511
Malli Pelli,C. S. Rao,,,Krishna,,,1970,512
Marina Manishi,C. S. Rao,,,NTR,,,1970,513
Maro Prapancham,Adhuruthi Subbarao,,,Akkineni Nageshwara Rao,,,1970,514
Mayani Mamata,Kamalakara Kameshwara Rao,,,NTR,,,1970,515
Merupu Veerudu,B. Harinarayana,,,Kanta Rao,,,1970,516
Oke Kutumbham,A. Bhimsingh,,,NTR,,,1970,517
Pelli Koothuru,V. Ramachandra Rao,,,Krishnam Raju,,,1970,518
Pelli Sambandham,K. Varaprasad Rao,,,Krishna Ghattamaneni,,,1970,519
Pettandarulu,C. S. Rao,,,NTR,,,1970,520
Sambarala Rambabu,Sheshagiri Rao,,,Chalam,,,1970,521
Thaali Bottu,T. Madhusudhan Rao,,,Krishna Ghattamaneni,,,1970,522
Thalla? Pellama?,NTR,,,NTR,,,1970,523
Vidhi Vilasam,Tapi Chanakya,,,Krishna,,,1970,524
Vijayam Manade,B. Vittalacharya,,,NTR,,,1970,525
Adrusta Jathakudu,K. Hemambaradhara Rao,,,N. T. Rama Rao,,,1971,526
Amaayakuraalu,V. Madhusudhana Rao,,,"ANR, Kanchana",,,1971,527
Anuradha,,,,,,,1971,528
Bangaru Kutumbam,,,,,,,1971,529
Bangaru Talli,,,,"Tapi Chamukya, Jamuna",,,1971,530
Bhagyavantudu,,,,,,,1971,531
Bhale Papa,K. S. Prakasa Rao,,,,,,1971,532
Bomma Borusa,K. Balachander,,,"Chalam, S Varalaxmi",Remake,,1971,533
Chelleli Kapuram,K. Vishwanath,,,"Shobhan, Vanisri",,,1971,534
Chinnanati Snehitulu,K. Vishwanath,,,NTR,,,1971,535
Dasara Bullodu,,,,ANR,,,1971,536
Iddaru Ammayilu,S. R. Puttanna Kanagal,,,ANR,,,1971,537
Jeevitha Chakram,C. S. Rao,,,"NTR, Vanisri",Music,,1971,538
Kalyana Mandapam,V. Madhusudan Rao,,,Shobhan Babu,,,1971,539
Manasu Mangalyam,K. Pratyagatma,,,ANR,,,1971,540
Mattilo Manikyam,,,,Chalam Jamuna Bhanumathi,,,1971,541
Mosagallaku Mosagadu,K. S. R. Das,,,"Krishna, Vijayanirmala Nagabhushanam",Cowboy,,1971,542
Naa Thammudu ,,,,Shobhan Vanisri,,,1971,543
Nenu Manishine ,,,,,,,1971,544
Nindu Dampathulu,K. Viswanath,,,NTR,,,1971,545
Pagabattina Paduchu,,,,Sharada,,,1971,546
Pavitra Bandham,V. Madhusudhan Rao,,,ANR,Social,,1971,547
Pavitra Hrudayalu,A. C. Tirulokchandar,,,NTR,,,1971,548
Pethamdaarlu ,,,,NTR,,,1971,549
Prema Nagar,K. S. Prakasa Rao,,,"ANR, Vanisri",,,1971,550
Raitu Bidda,B. A. Subba Rao,,,NTR,,,1971,551
Raitu Kutumbam ,,,,ANR,,,1971,552
Rajakota Rahasyam,B. Vittalacharya,,,NTR,Folklore,,1971,553
Ramalayam,K. Babu Rao,,,Kongara Jaggaiah,,,1971,554
Rangeli Raja,,,,"ANR, ",,,1971,555
Sampoorna Ramayanam,,,,Bapu,Mythology,,1971,556
Sati Ansuya ,,,,Jamuna,Mythology,,1971,557
Sri Krishna Satya,,,,NTR Jamuna,Mythology,,1971,558
Sri Krishna Vijayamu,,,,NTR,Mythology,,1971,559
Srimanthudu,,,,ANR,,,1971,560
Sisindri Chittibabu,,,,,,,1971,561
Suputhrudu,Tatineni Rama Rao,,,"ANR, ",Musical,,1971,562
Tahsildar Gari Ammayi,,,,Shobhan Jamuna,,,1971,563
Varalakshmi Vratam,B. Vittalacharya,,,Kanta Rao,,,1971,564
Vichithra Kutumbam,,,,NTR Savitri Shobhan Krishna,"""Aadave jalkammulaadave.."" song",,1971,565
Vikramarka Vijayam,,,,,,,1971,566
Akka Thamudu,Krishnan-Raju,,,Jayalalithaa,,,1972,567
Antha Mana Manchike,Bhanumathi Ramakrishna,,,"Bhanumathi, Krishna, Nagabhushanam",,,1972,568
Badi Panthulu,P. Chandrasekhara Reddy,,,N. T. Rama Rao,Social,,1972,569
Bala Bharatam,Kamalakara Kameshwara Rao,,,Baby Sridevi,,,1972,570
Bala Mitrula Katha,,,,,,,1972,571
Bandipotu,,,,,Folklore,,1972,572
Beedala Patlu,B. Vittalacharya,,,ANR,,,1972,573
Bhale Mosagadu,,,,Krishna,Action,,1972,574
Bharya Biddalu,T. Ramarao,,,"ANR, Jayalalitha Krishnakumari Sridevi",Music,,1972,575
Datta Putrudu,T. Lenin Babu,,,ANR,,,1972,576
Guduputani,P. Lakshmi Deepak,,,Krishna,,,1972,577
Hantakulu Devantakulu,,,,Krishna,Action,,1972,578
Illu Illalu,,,,"Krishna, Vanisri",Social,,1972,579
Inspector Bharya,,,,"Krishna, Chandrakala",,,1972,580
Kalam Marindi,K. Viswanath,,,Gummadi Venkateswara Rao,,,1972,581
Koduku Kodalu,P. Pullaiah,,,ANR,,,1972,582
Kula Gowravam,Peketi Sivaram,,,NTR,,,1972,583
Manavudu Danavudu,P. Chandrasekhara Reddy,,,"Shobhan Babu, Sharada",,,1972,584
